MsgID.LOCAL_POSITION,3.5910000,0.0204697,0.1774271,-0.1693416
MsgID.LOCAL_VELOCITY,3.5910000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957496,37.7932817,0.1690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3.8410000,0.0241368,0.0158428,-0.1440232
MsgID.LOCAL_VELOCITY,3.8410000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932818,0.1440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957516,37.7932815,0.0000000
MsgID.LOCAL_POSITION,4.0910000,0.0877771,-0.0614879,-0.1177054
MsgID.LOCAL_VELOCITY,4.0910000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932823,0.1170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.3410000,0.0178439,-0.0579903,-0.0991803
MsgID.LOCAL_VELOCITY,4.3410000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957523,37.7932817,0.0990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.5910000,-0.1209619,0.1439927,-0.0836937
MsgID.LOCAL_VELOCITY,4.5910000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957500,37.7932805,0.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.8410000,-0.0895880,0.0363526,-0.0718445
MsgID.LOCAL_VELOCITY,4.8410000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932807,0.0710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957516,37.7932815,0.0000000
MsgID.LOCAL_POSITION,5.0920000,0.0173135,-0.0757165,-0.0577251
MsgID.LOCAL_VELOCITY,5.0920000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957525,37.7932817,0.0570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.3420000,-0.1135501,0.1330238,-0.0451353
MsgID.LOCAL_VELOCITY,5.3420000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932805,0.0450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.5920000,0.0783410,0.1369353,-0.0333987
MsgID.LOCAL_VELOCITY,5.5920000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932822,0.0330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.8420000,0.1312189,0.2260877,-0.0283415
MsgID.LOCAL_VELOCITY,5.8420000,0.0000061,-0.0000036,-0.0000118
MsgID.GLOBAL_POSITION,0.0000000,-122.3957494,37.7932827,0.0280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,6.0920000,0.0207797,0.1157158,-0.0312035
MsgID.LOCAL_VELOCITY,6.0920000,0.0000024,-0.0000086,0.0000033
MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7932817,0.0310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.3420000,0.0196026,-0.0141519,-0.2178569
MsgID.LOCAL_VELOCITY,6.3420000,0.0029020,0.0019697,-1.7463422
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932817,0.2170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-1.7400000
MsgID.LOCAL_POSITION,6.5920000,0.0196802,-0.0688929,-1.0090657
MsgID.LOCAL_VELOCITY,6.5920000,0.0043499,0.0145729,-3.8450158
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7932817,1.0090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-3.8400000
MsgID.LOCAL_POSITION,6.8420000,0.0156251,0.0931985,-2.0246246
MsgID.LOCAL_VELOCITY,6.8420000,-0.0008124,0.0221586,-4.4960675
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932816,2.0240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,-4.4900000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,7.0920000,-0.0137115,0.1939675,-3.1716595
MsgID.LOCAL_VELOCITY,7.0920000,-0.0032121,0.0150689,-3.4616406
MsgID.GLOBAL_POSITION,0.0000000,-122.3957497,37.7932814,3.1780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-3.4400000
MsgID.LOCAL_POSITION,7.3420000,0.1264459,0.0627857,-3.7398002
MsgID.LOCAL_VELOCITY,7.3420000,-0.0030217,0.0141754,-0.9298276
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932826,3.7390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-0.9200000
MsgID.LOCAL_POSITION,7.5920000,0.1371044,0.0519409,-3.6923692
MsgID.LOCAL_VELOCITY,7.5920000,0.2349885,0.0121010,1.2808423
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932827,3.6920000
MsgID.LOCAL_VELOCITY,0.0000000,0.2300000,0.0100000,1.2800000
MsgID.LOCAL_POSITION,7.8430000,0.1847958,0.0754620,-3.3294001
MsgID.LOCAL_VELOCITY,7.8430000,1.1243459,0.0076271,1.8665351
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932832,3.3290000
MsgID.LOCAL_VELOCITY,0.0000000,1.1200000,0.0000000,1.8600000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957516,37.7932875,2.8830000
MsgID.LOCAL_VELOCITY,0.0000000,2.7500000,0.0000000,1.0900000
MsgID.LOCAL_POSITION,8.0930000,0.6658363,0.0262468,-2.8830283
MsgID.LOCAL_VELOCITY,8.0930000,2.7597747,-0.0082573,1.0946053
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7932953,2.8260000
MsgID.LOCAL_VELOCITY,0.0000000,4.6600000,-0.0100000,-0.5200000
MsgID.LOCAL_POSITION,8.3430000,1.5341516,-0.0774196,-2.8260465
MsgID.LOCAL_VELOCITY,8.3430000,4.6604652,-0.0126468,-0.5233629
MsgID.GLOBAL_POSITION,0.0000000,-122.3957503,37.7933081,3.0210000
MsgID.LOCAL_VELOCITY,0.0000000,5.7200000,0.0000000,-0.4600000
MsgID.LOCAL_POSITION,8.5930000,2.9531364,0.1382745,-3.0218542
MsgID.LOCAL_VELOCITY,8.5930000,5.7288032,0.0023328,-0.4645264
MsgID.GLOBAL_POSITION,0.0000000,-122.3957503,37.7933208,3.0290000
MsgID.LOCAL_VELOCITY,0.0000000,6.2500000,-0.0300000,0.2300000
MsgID.LOCAL_POSITION,8.8430000,4.3652401,0.1447730,-3.0294614
MsgID.LOCAL_VELOCITY,8.8430000,6.2537804,-0.0339911,0.2314107
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957499,37.7933378,2.9690000
MsgID.LOCAL_VELOCITY,0.0000000,7.2700000,-0.1300000,0.0900000
MsgID.LOCAL_POSITION,9.0930000,6.2509851,0.1790043,-2.9695587
MsgID.LOCAL_VELOCITY,9.0930000,7.2733636,-0.1395930,0.0915377
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7933529,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,7.2600000,-0.2200000,-0.1100000
MsgID.LOCAL_POSITION,9.3440000,7.9370136,0.0017427,-2.9793923
MsgID.LOCAL_VELOCITY,9.3440000,7.2671103,-0.2248309,-0.1133179
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7933666,2.9840000
MsgID.LOCAL_VELOCITY,0.0000000,5.4400000,-0.1200000,0.0400000
MsgID.LOCAL_POSITION,9.5940000,9.4618139,-0.0901373,-2.9843633
MsgID.LOCAL_VELOCITY,9.5940000,5.4437451,-0.1289114,0.0428829
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7933771,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,3.9500000,0.2600000,-0.0200000
MsgID.LOCAL_POSITION,9.8440000,10.6212511,-0.0712936,-2.9790864
MsgID.LOCAL_VELOCITY,9.8440000,3.9567780,0.2607340,-0.0274104
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957503,37.7933857,2.9820000
MsgID.LOCAL_VELOCITY,0.0000000,3.2000000,1.4400000,-0.0400000
MsgID.LOCAL_POSITION,10.0940000,11.5780411,0.1442246,-2.9825740
MsgID.LOCAL_VELOCITY,10.0940000,3.2064147,1.4414313,-0.0428853
MsgID.GLOBAL_POSITION,0.0000000,-122.3957466,37.7933912,2.9710000
MsgID.LOCAL_VELOCITY,0.0000000,2.4800000,2.4300000,-0.0400000
MsgID.LOCAL_POSITION,10.3440000,12.1878052,0.4724844,-2.9716856
MsgID.LOCAL_VELOCITY,10.3440000,2.4805133,2.4321549,-0.0444637
MsgID.GLOBAL_POSITION,0.0000000,-122.3957366,37.7933980,2.9720000
MsgID.LOCAL_VELOCITY,0.0000000,1.5400000,3.5100000,-0.1900000
MsgID.LOCAL_POSITION,10.5940000,12.9450216,1.3592889,-2.9723945
MsgID.LOCAL_VELOCITY,10.5940000,1.5447983,3.5133331,-0.1931062
MsgID.GLOBAL_POSITION,0.0000000,-122.3957254,37.7933992,2.9720000
MsgID.LOCAL_VELOCITY,0.0000000,0.7500000,4.2600000,-0.1400000
MsgID.LOCAL_POSITION,10.8440000,13.0772305,2.3531642,-2.9720585
MsgID.LOCAL_VELOCITY,10.8440000,0.7526904,4.2675276,-0.1437812
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957118,37.7933990,2.9670000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1800000,5.0400000,-0.1500000
MsgID.LOCAL_POSITION,11.0940000,13.0522327,3.5731852,-2.9670906
MsgID.LOCAL_VELOCITY,11.0940000,-0.1920464,5.0515003,-0.1514202
MsgID.GLOBAL_POSITION,0.0000000,-122.3956973,37.7933987,2.9650000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0200000,5.6400000,-0.1800000
MsgID.LOCAL_POSITION,11.3440000,13.0207167,4.8527179,-2.9652324
MsgID.LOCAL_VELOCITY,11.3440000,-1.0266016,5.6410809,-0.1861737
MsgID.GLOBAL_POSITION,0.0000000,-122.3956813,37.7933949,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,-2.0400000,6.1300000,-0.2200000
MsgID.LOCAL_POSITION,11.5940000,12.5983686,6.2756529,-2.9799867
MsgID.LOCAL_VELOCITY,11.5940000,-2.0474041,6.1327910,-0.2237551
MsgID.GLOBAL_POSITION,0.0000000,-122.3956644,37.7933904,2.9860000
MsgID.LOCAL_VELOCITY,0.0000000,-2.9400000,6.1500000,-0.0700000
MsgID.LOCAL_POSITION,11.8450000,12.0948601,7.7785578,-2.9866827
MsgID.LOCAL_VELOCITY,11.8450000,-2.9490776,6.1598501,-0.0712034
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956454,37.7933835,2.9860000
MsgID.LOCAL_VELOCITY,0.0000000,-3.4400000,4.9200000,-0.0300000
MsgID.LOCAL_POSITION,12.0950000,11.3292818,9.4632359,-2.9862356
MsgID.LOCAL_VELOCITY,12.0950000,-3.4438903,4.9246826,-0.0390575
MsgID.GLOBAL_POSITION,0.0000000,-122.3956369,37.7933767,3.0020000
MsgID.LOCAL_VELOCITY,0.0000000,-2.9700000,3.4700000,-0.0600000
MsgID.LOCAL_POSITION,12.3450000,10.5737400,10.2247572,-3.0028841
MsgID.LOCAL_VELOCITY,12.3450000,-2.9710450,3.4719996,-0.0685831
MsgID.GLOBAL_POSITION,0.0000000,-122.3956275,37.7933682,3.0100000
MsgID.LOCAL_VELOCITY,0.0000000,-2.4000000,2.2300000,0.1800000
MsgID.LOCAL_POSITION,12.5950000,9.6366110,11.0590038,-3.0107946
MsgID.LOCAL_VELOCITY,12.5950000,-2.4057138,2.2334993,0.1865006
MsgID.GLOBAL_POSITION,0.0000000,-122.3956204,37.7933623,3.0020000
MsgID.LOCAL_VELOCITY,0.0000000,-3.2400000,1.6000000,0.1200000
MsgID.LOCAL_POSITION,12.8450000,8.9827452,11.6909885,-3.0025151
MsgID.LOCAL_VELOCITY,12.8450000,-3.2436595,1.6017106,0.1282707
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956180,37.7933550,3.0070000
MsgID.LOCAL_VELOCITY,0.0000000,-4.3600000,0.8500000,0.1800000
MsgID.LOCAL_POSITION,13.0950000,8.1682014,11.9010324,-3.0077727
MsgID.LOCAL_VELOCITY,13.0950000,-4.3635445,0.8582761,0.1846401
MsgID.GLOBAL_POSITION,0.0000000,-122.3956177,37.7933446,3.0020000
MsgID.LOCAL_VELOCITY,0.0000000,-5.1500000,0.1600000,0.0800000
MsgID.LOCAL_POSITION,13.3450000,7.0072312,11.9277096,-3.0026374
MsgID.LOCAL_VELOCITY,13.3450000,-5.1529160,0.1600737,0.0861286
MsgID.GLOBAL_POSITION,0.0000000,-122.3956184,37.7933303,3.0010000
MsgID.LOCAL_VELOCITY,0.0000000,-5.9200000,-0.5700000,0.0700000
MsgID.LOCAL_POSITION,13.5950000,5.4056749,11.8664703,-3.0013614
MsgID.LOCAL_VELOCITY,13.5950000,-5.9331465,-0.5835218,0.0751725
MsgID.GLOBAL_POSITION,0.0000000,-122.3956225,37.7933160,2.9940000
MsgID.LOCAL_VELOCITY,0.0000000,-6.5900000,-1.3500000,-0.0100000
MsgID.LOCAL_POSITION,13.8450000,3.8318191,11.4984837,-2.9949131
MsgID.LOCAL_VELOCITY,13.8450000,-6.5948148,-1.3534678,-0.0173049
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956274,37.7933014,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-6.6800000,-2.0300000,-0.1200000
MsgID.LOCAL_POSITION,14.0950000,2.2089200,11.0677996,-2.9877713
MsgID.LOCAL_VELOCITY,14.0950000,-6.6850462,-2.0370152,-0.1208313
MsgID.GLOBAL_POSITION,0.0000000,-122.3956315,37.7932886,2.9720000
MsgID.LOCAL_VELOCITY,0.0000000,-5.3900000,-2.0000000,-0.0600000
MsgID.LOCAL_POSITION,14.3460000,0.7911961,10.7052460,-2.9725647
MsgID.LOCAL_VELOCITY,14.3460000,-5.3973227,-2.0035317,-0.0652414
MsgID.GLOBAL_POSITION,0.0000000,-122.3956368,37.7932779,2.9730000
